term,definition,category
UPS set,"A electrical term meaning UPS ayarlanmış, used in site, drawing, installation or coordination contexts.",electrical systems
voltage drop,"A electrical term meaning gerilim düşümü, used in site, drawing, installation or coordination contexts.",electrical systems
voltage level,"A electrical term meaning gerilim seviye, used in site, drawing, installation or coordination contexts.",electrical systems
compact,"A electrical term meaning kompakt, used in site, drawing, installation or coordination contexts.",equipment
portable,"An adjective meaning “taşınabilir”, used to describe a condition, issue, status or requirement.",equipment
fault,"A electrical term meaning arıza / hata, used in site, drawing, installation or coordination contexts.",faults
detector,"A electrical term meaning dedektör, used in site, drawing, installation or coordination contexts.",fire alarm & ELV
diesel,"A electrical term meaning dizel, used in site, drawing, installation or coordination contexts.",generators
generator,"A electrical term meaning jeneratör, used in site, drawing, installation or coordination contexts.",generators
internet speed,"A electrical term meaning internet hızı, used in site, drawing, installation or coordination contexts.",home electrical
lead,"A electrical term meaning kablo / öncülük etmek, used in site, drawing, installation or coordination contexts.",home electrical
assemble,"A electrical term meaning monte etmek / toplamak, used in site, drawing, installation or coordination contexts.",installation
assembled,"A electrical term meaning monte edilmiş, used in site, drawing, installation or coordination contexts.",installation
extension,"A electrical term meaning uzatma / genişleme, used in site, drawing, installation or coordination contexts.",installation
installer,"A electrical term meaning montajcı / kurulumcu, used in site, drawing, installation or coordination contexts.",installation
mount,"A electrical term meaning monte etmek, used in site, drawing, installation or coordination contexts.",installation
mounted,"A electrical term meaning monte edilmiş, used in site, drawing, installation or coordination contexts.",installation
mounting,"A electrical term meaning monte etme, used in site, drawing, installation or coordination contexts.",installation
separate,"A electrical term meaning ayırmak, used in site, drawing, installation or coordination contexts.",installation
separated,"A electrical term meaning ayrılmış, used in site, drawing, installation or coordination contexts.",installation
separating,"A electrical term meaning ayırma, used in site, drawing, installation or coordination contexts.",installation
separation,"A electrical term meaning ayırma, used in site, drawing, installation or coordination contexts.",installation
wiring,"A electrical term meaning kablolama, used in site, drawing, installation or coordination contexts.",installation
clamp,"A electrical term meaning kelepçe, used in site, drawing, installation or coordination contexts.",installation materials
disconnect,"A electrical term meaning bağlantıyı kesmek, used in site, drawing, installation or coordination contexts.",isolation
disconnected,"A electrical term meaning bağlantısı kesilmiş, used in site, drawing, installation or coordination contexts.",isolation
disconnecting,"A electrical term meaning bağlantıyı kesme, used in site, drawing, installation or coordination contexts.",isolation
disconnection,"A electrical term meaning bağlantı kesme, used in site, drawing, installation or coordination contexts.",isolation
isolate,"A electrical term meaning ayırmak / izole etmek, used in site, drawing, installation or coordination contexts.",isolation
isolated,"A electrical term meaning ayrılmış / izole, used in site, drawing, installation or coordination contexts.",isolation
isolating,"A electrical term meaning ayırma / izole etme, used in site, drawing, installation or coordination contexts.",isolation
isolation,"A electrical term meaning izolasyon / ayırma, used in site, drawing, installation or coordination contexts.",isolation
