term,definition,category
usability testing,"A software term meaning kullanılabilirlik testi, used in site, drawing, installation or coordination contexts.",testing qa
exploratory testing,"A software term meaning keşifsel test, used in site, drawing, installation or coordination contexts.",testing qa
boundary value testing,"A software term meaning sınır değer testi, used in site, drawing, installation or coordination contexts.",testing qa
black box testing,"A software term meaning kara kutu testi, used in site, drawing, installation or coordination contexts.",testing qa
white box testing,"A software term meaning beyaz kutu testi, used in site, drawing, installation or coordination contexts.",testing qa
continuous testing,"A software term meaning sürekli test, used in site, drawing, installation or coordination contexts.",testing qa
mutation testing,"A software term meaning mutasyon testi, used in site, drawing, installation or coordination contexts.",testing qa
test pyramid,"A software term meaning test piramidi, used in site, drawing, installation or coordination contexts.",testing qa
chaos engineering,"A software term meaning kaos mühendisliği, used in site, drawing, installation or coordination contexts.",testing qa
contract testing,"A software term meaning sözleşme testi, used in site, drawing, installation or coordination contexts.",testing qa
test automation framework,"A software term meaning test otomasyon çerçevesi, used in site, drawing, installation or coordination contexts.",testing qa
flaky test,"A software term meaning kararsız (flaky) test, used in site, drawing, installation or coordination contexts.",testing qa
property-based testing,"A software term meaning özellik tabanlı test, used in site, drawing, installation or coordination contexts.",testing qa
error message,"A software term meaning hata mesajı, used in site, drawing, installation or coordination contexts.",testing qa
automated test report,"A software term meaning otomatik test raporu, used in site, drawing, installation or coordination contexts.",testing qa
test plan,"A software term meaning test planı, used in site, drawing, installation or coordination contexts.",testing qa
code coverage report,"A software term meaning kod kapsama raporu, used in site, drawing, installation or coordination contexts.",testing qa
