term,definition,category
solar thermal system,"A mechanical term meaning güneş enerjili termal sistem, used in site, drawing, installation or coordination contexts.",energy efficiency
carbon footprint,"A mechanical term meaning karbon ayak izi, used in site, drawing, installation or coordination contexts.",energy efficiency
energy performance certificate,"A mechanical term meaning enerji performans sertifikası, used in site, drawing, installation or coordination contexts.",energy efficiency
sensor,"A mechanical term meaning sensör, used in site, drawing, installation or coordination contexts.",control
temperature sensor,"A mechanical term meaning sıcaklık sensörü, used in site, drawing, installation or coordination contexts.",control
pressure sensor,"A mechanical term meaning basınç sensörü, used in site, drawing, installation or coordination contexts.",control
flow sensor,"A mechanical term meaning debi sensörü, used in site, drawing, installation or coordination contexts.",control
proximity sensor,"A mechanical term meaning yakınlık sensörü, used in site, drawing, installation or coordination contexts.",control
limit switch,"A mechanical term meaning limit switch / son konum anahtarı, used in site, drawing, installation or coordination contexts.",control
feedback control,"A mechanical term meaning geri beslemeli kontrol, used in site, drawing, installation or coordination contexts.",control
open loop control,"A mechanical term meaning açık çevrim kontrol, used in site, drawing, installation or coordination contexts.",control
closed loop control,"A mechanical term meaning kapalı çevrim kontrol, used in site, drawing, installation or coordination contexts.",control
PID controller,"A mechanical term meaning PID kontrolör, used in site, drawing, installation or coordination contexts.",control
control panel,"A mechanical term meaning kontrol paneli, used in site, drawing, installation or coordination contexts.",control
interlock system,"A mechanical term meaning kilitleme sistemi, used in site, drawing, installation or coordination contexts.",control
elevator car,"A mechanical term meaning asansör kabini, used in site, drawing, installation or coordination contexts.",elevator systems
governor (elevator),"A mechanical term meaning hız regülatörü (asansör), used in site, drawing, installation or coordination contexts.",elevator systems
escalator,"A mechanical term meaning yürüyen merdiven, used in site, drawing, installation or coordination contexts.",elevator systems
moving walkway,"A mechanical term meaning yürüyen bant, used in site, drawing, installation or coordination contexts.",elevator systems
traction machine,"A mechanical term meaning çekiş makinesi, used in site, drawing, installation or coordination contexts.",elevator systems
elevator buffer,"A mechanical term meaning asansör tamponu, used in site, drawing, installation or coordination contexts.",elevator systems
elevator inspection certificate,"A mechanical term meaning asansör muayene belgesi, used in site, drawing, installation or coordination contexts.",elevator systems
kettle,"A mechanical term meaning su ısıtıcı, used in site, drawing, installation or coordination contexts.",thermodynamics
stove,"A mechanical term meaning ocak, used in site, drawing, installation or coordination contexts.",thermodynamics
oven,"A mechanical term meaning fırın, used in site, drawing, installation or coordination contexts.",thermodynamics
thermal blanket,"A mechanical term meaning termal battaniye, used in site, drawing, installation or coordination contexts.",thermodynamics
bucket,"A mechanical term meaning kova, used in site, drawing, installation or coordination contexts.",fluid mechanics
bottle,"A mechanical term meaning şişe, used in site, drawing, installation or coordination contexts.",fluid mechanics
container,"A mechanical term meaning kap / konteyner, used in site, drawing, installation or coordination contexts.",fluid mechanics
funnel,"A mechanical term meaning huni, used in site, drawing, installation or coordination contexts.",fluid mechanics
test report,"A mechanical term meaning test raporu, used in site, drawing, installation or coordination contexts.",quality
sample,"A mechanical term meaning numune, used in site, drawing, installation or coordination contexts.",quality
defect,"A mechanical term meaning kusur / hata, used in site, drawing, installation or coordination contexts.",quality
inspector,"A mechanical term meaning muayene elemanı / müfettiş, used in site, drawing, installation or coordination contexts.",quality
maintenance record,"A mechanical term meaning bakım kaydı, used in site, drawing, installation or coordination contexts.",maintenance
tool tag,"A mechanical term meaning alet etiketi, used in site, drawing, installation or coordination contexts.",maintenance
shift handover,"A mechanical term meaning vardiya devri, used in site, drawing, installation or coordination contexts.",maintenance
emergency repair,"A mechanical term meaning acil onarım, used in site, drawing, installation or coordination contexts.",maintenance
site survey,"A mechanical term meaning saha araştırması, used in site, drawing, installation or coordination contexts.",site operations
temporary support,"A mechanical term meaning geçici destek, used in site, drawing, installation or coordination contexts.",site operations
mobile crane,"A mechanical term meaning mobil vinç, used in site, drawing, installation or coordination contexts.",site operations
tower crane,"A mechanical term meaning kule vinç, used in site, drawing, installation or coordination contexts.",site operations
pattern (casting),"A mechanical term meaning model (döküm kalıbı), used in site, drawing, installation or coordination contexts.",casting & forging
core (casting),"A mechanical term meaning maça, used in site, drawing, installation or coordination contexts.",casting & forging
pouring temperature,"A mechanical term meaning döküm sıcaklığı, used in site, drawing, installation or coordination contexts.",casting & forging
forging temperature,"A mechanical term meaning dövme sıcaklığı, used in site, drawing, installation or coordination contexts.",casting & forging
weld pool,"A mechanical term meaning kaynak havuzu, used in site, drawing, installation or coordination contexts.",welding
electrode holder,"A mechanical term meaning elektrot pensesi, used in site, drawing, installation or coordination contexts.",welding
welding current,"A mechanical term meaning kaynak akımı, used in site, drawing, installation or coordination contexts.",welding
welding sequence,"A mechanical term meaning kaynak sırası, used in site, drawing, installation or coordination contexts.",welding
preheat temperature,"A mechanical term meaning ön ısıtma sıcaklığı, used in site, drawing, installation or coordination contexts.",welding
gear mesh,"A mechanical term meaning dişli kavraması, used in site, drawing, installation or coordination contexts.",gears & machine design
gear housing,"A mechanical term meaning dişli kutusu gövdesi, used in site, drawing, installation or coordination contexts.",gears & machine design
pinion,"A mechanical term meaning pinyon, used in site, drawing, installation or coordination contexts.",gears & machine design
gear teeth count,"A mechanical term meaning dişli diş sayısı, used in site, drawing, installation or coordination contexts.",gears & machine design
belt tension,"A mechanical term meaning kayış gerginliği, used in site, drawing, installation or coordination contexts.",power transmission
chain tensioner,"A mechanical term meaning zincir gergi düzeni, used in site, drawing, installation or coordination contexts.",power transmission
brake pad,"A mechanical term meaning fren balatası, used in site, drawing, installation or coordination contexts.",power transmission
brake lining,"A mechanical term meaning fren balata malzemesi, used in site, drawing, installation or coordination contexts.",power transmission
pump shaft seal,"A mechanical term meaning pompa mil salmastrası, used in site, drawing, installation or coordination contexts.",pumps
pump bearing,"A mechanical term meaning pompa yatağı, used in site, drawing, installation or coordination contexts.",pumps
compressor valve,"A mechanical term meaning kompresör valfi, used in site, drawing, installation or coordination contexts.",pumps
air intake filter,"A mechanical term meaning hava emiş filtresi, used in site, drawing, installation or coordination contexts.",pumps
valve handle,"A mechanical term meaning vana kolu, used in site, drawing, installation or coordination contexts.",valves & actuators
valve body,"A mechanical term meaning vana gövdesi, used in site, drawing, installation or coordination contexts.",valves & actuators
valve position indicator,"A mechanical term meaning vana konum göstergesi, used in site, drawing, installation or coordination contexts.",valves & actuators
pipe clamp,"A mechanical term meaning boru kelepçesi, used in site, drawing, installation or coordination contexts.",piping
pipe thread,"A mechanical term meaning boru dişi, used in site, drawing, installation or coordination contexts.",piping
pipe bend,"A mechanical term meaning boru bükümü, used in site, drawing, installation or coordination contexts.",piping
blind flange,"A mechanical term meaning kör flanş, used in site, drawing, installation or coordination contexts.",piping
tool holder,"A mechanical term meaning takım tutucu, used in site, drawing, installation or coordination contexts.",machine tools
machine bed,"A mechanical term meaning makine tablası / yatağı, used in site, drawing, installation or coordination contexts.",machine tools
coolant nozzle,"A mechanical term meaning soğutucu memesi, used in site, drawing, installation or coordination contexts.",machine tools
hydraulic filter,"A mechanical term meaning hidrolik filtre, used in site, drawing, installation or coordination contexts.",hydraulics & pneumatics
hydraulic reservoir,"A mechanical term meaning hidrolik yağ deposu, used in site, drawing, installation or coordination contexts.",hydraulics & pneumatics
air line lubricator,"A mechanical term meaning hava hattı yağlayıcısı, used in site, drawing, installation or coordination contexts.",hydraulics & pneumatics
sheet metal roller,"A mechanical term meaning sac bükme merdanesi, used in site, drawing, installation or coordination contexts.",sheet metal
nibbling machine,"A mechanical term meaning nibbling makinesi, used in site, drawing, installation or coordination contexts.",sheet metal
edge deburring,"A mechanical term meaning kenar çapak alma, used in site, drawing, installation or coordination contexts.",sheet metal
grease gun,"A mechanical term meaning gres tabancası, used in site, drawing, installation or coordination contexts.",lubrication
oil level indicator,"A mechanical term meaning yağ seviye göstergesi, used in site, drawing, installation or coordination contexts.",lubrication
test rig,"A mechanical term meaning test düzeneği, used in site, drawing, installation or coordination contexts.",instruments
data logger,"A mechanical term meaning veri kaydedici, used in site, drawing, installation or coordination contexts.",instruments
calibration weight,"A mechanical term meaning kalibrasyon ağırlığı, used in site, drawing, installation or coordination contexts.",instruments
exploded view,"A mechanical term meaning patlatılmış görünüş, used in site, drawing, installation or coordination contexts.",standards
drawing revision,"A mechanical term meaning çizim revizyonu, used in site, drawing, installation or coordination contexts.",standards
steam trap,"A mechanical term meaning buhar kapanı / kondstop, used in site, drawing, installation or coordination contexts.",boilers
pressure reducing valve,"A mechanical term meaning basınç düşürücü valf, used in site, drawing, installation or coordination contexts.",boilers
exergy destruction,"A mechanical term meaning ekserji yıkımı, used in site, drawing, installation or coordination contexts.",thermodynamics
thermal shock resistance,"A mechanical term meaning termal şok direnci, used in site, drawing, installation or coordination contexts.",thermodynamics
heat exchanger fouling,"A mechanical term meaning ısı eşanjörü kirlenmesi, used in site, drawing, installation or coordination contexts.",thermodynamics
hydraulic gradient,"A mechanical term meaning hidrolik eğim, used in site, drawing, installation or coordination contexts.",fluid mechanics
flow visualization,"A mechanical term meaning akış görselleştirme, used in site, drawing, installation or coordination contexts.",fluid mechanics
pump cavitation margin,"A mechanical term meaning pompa kavitasyon marjı, used in site, drawing, installation or coordination contexts.",fluid mechanics
precipitation hardening,"A mechanical term meaning çökelme sertleştirmesi, used in site, drawing, installation or coordination contexts.",materials & metallurgy
solid solution strengthening,"A mechanical term meaning katı eriyik güçlendirmesi, used in site, drawing, installation or coordination contexts.",materials & metallurgy
dislocation density,"A mechanical term meaning dislokasyon yoğunluğu, used in site, drawing, installation or coordination contexts.",materials & metallurgy
availability calculation,"A mechanical term meaning kullanılabilirlik hesabı, used in site, drawing, installation or coordination contexts.",maintenance
criticality ranking,"A mechanical term meaning kritiklik sıralaması, used in site, drawing, installation or coordination contexts.",maintenance
von Mises stress,"A mechanical term meaning von Mises gerilmesi, used in site, drawing, installation or coordination contexts.",stress analysis
modulus of rigidity,"A mechanical term meaning kayma modülü, used in site, drawing, installation or coordination contexts.",stress analysis
frequency response function,"A mechanical term meaning frekans tepki fonksiyonu, used in site, drawing, installation or coordination contexts.",vibration & dynamics
phase angle (vibration),"A mechanical term meaning faz açısı (titreşim), used in site, drawing, installation or coordination contexts.",vibration & dynamics
volumetric efficiency,"A mechanical term meaning hacimsel verim, used in site, drawing, installation or coordination contexts.",engines
turbine governor system,"A mechanical term meaning türbin regülatör sistemi, used in site, drawing, installation or coordination contexts.",power generation
actuator response time,"A mechanical term meaning aktüatör tepki süresi, used in site, drawing, installation or coordination contexts.",control
control loop tuning,"A mechanical term meaning kontrol döngüsü ayarlama, used in site, drawing, installation or coordination contexts.",control
mechanical design optimisation,"A mechanical term meaning mekanik tasarım optimizasyonu, used in site, drawing, installation or coordination contexts.",mechanical systems
failure probability,"A mechanical term meaning arıza olasılığı, used in site, drawing, installation or coordination contexts.",mechanical systems
engineering tolerance stack-up,"A mechanical term meaning mühendislik tolerans yığılımı, used in site, drawing, installation or coordination contexts.",mechanical systems
hand truck,"A mechanical term meaning el arabası, used in site, drawing, installation or coordination contexts.",material handling
trolley,"A mechanical term meaning el arabası / troli, used in site, drawing, installation or coordination contexts.",material handling
toolbox,"A mechanical term meaning alet çantası, used in site, drawing, installation or coordination contexts.",tools
nut driver,"A mechanical term meaning somun tornavidası, used in site, drawing, installation or coordination contexts.",tools
insulated pipe,"A mechanical term meaning yalıtımlı boru, used in site, drawing, installation or coordination contexts.",energy efficiency
timer switch,"A mechanical term meaning zaman ayarlı anahtar, used in site, drawing, installation or coordination contexts.",energy efficiency
lift button,"A mechanical term meaning asansör butonu, used in site, drawing, installation or coordination contexts.",elevator systems
emergency stop button,"A mechanical term meaning acil durdurma butonu, used in site, drawing, installation or coordination contexts.",elevator systems
abrasive,Extracted from multi-word term in mechanical.,vocabulary
allowable,Extracted from multi-word term in mechanical.,vocabulary
dimensioning,Extracted from multi-word term in mechanical.,vocabulary
elastic,Extracted from multi-word term in mechanical.,vocabulary
failures,Extracted from multi-word term in mechanical.,vocabulary
fracture,Extracted from multi-word term in mechanical.,vocabulary
geometric,Extracted from multi-word term in mechanical.,vocabulary
jet,Extracted from multi-word term in mechanical.,vocabulary
mechanics,Extracted from multi-word term in mechanical.,vocabulary
overhauls,Extracted from multi-word term in mechanical.,vocabulary
repeatability,Extracted from multi-word term in mechanical.,vocabulary
reproducibility,Extracted from multi-word term in mechanical.,vocabulary
second,Extracted from multi-word term in mechanical.,vocabulary
square,Extracted from multi-word term in mechanical.,vocabulary
suction,Extracted from multi-word term in mechanical.,vocabulary
sum,Extracted from multi-word term in mechanical.,vocabulary
thermodynamics,Extracted from multi-word term in mechanical.,vocabulary
tolerancing,Extracted from multi-word term in mechanical.,vocabulary
tower,Extracted from multi-word term in mechanical.,vocabulary
