term,definition,isTechnical,label
hertz,"A electrical term meaning hertz, used in site, drawing, installation or coordination contexts.",True,1
kilowatt,"A electrical term meaning kilowatt, used in site, drawing, installation or coordination contexts.",True,1
output,"A electrical term meaning çıkış, used in site, drawing, installation or coordination contexts.",True,1
voltage,"A electrical term meaning gerilim / voltaj, used in site, drawing, installation or coordination contexts.",True,1
watt,"A electrical term meaning watt, used in site, drawing, installation or coordination contexts.",True,1
bar,"A electrical term meaning çubuk / bara, used in site, drawing, installation or coordination contexts.",True,1
energy,"A electrical term meaning enerji, used in site, drawing, installation or coordination contexts.",True,1
main,"A electrical term meaning ana, used in site, drawing, installation or coordination contexts.",True,1
outlet,"A electrical term meaning priz / çıkış, used in site, drawing, installation or coordination contexts.",True,1
power,"A electrical term meaning güç / enerji, used in site, drawing, installation or coordination contexts.",True,1
source,"A electrical term meaning kaynak, used in site, drawing, installation or coordination contexts.",True,1
supply,"An adverb meaning “besleme / tedarik”, used to describe how or when an action is done.",True,1
fuse,"A electrical term meaning sigorta, used in site, drawing, installation or coordination contexts.",True,1
security,"A electrical term meaning güvenlik, used in site, drawing, installation or coordination contexts.",True,1
electrician,"A electrical term meaning elektrikçi, used in site, drawing, installation or coordination contexts.",True,1
advertisement,"An adjective meaning “reklam / ilan”, used to describe a condition, issue, status or requirement.",False,0
article,"A practical English term meaning makale / yazı, used in daily work-life communication.",False,0
body,"A practical English term meaning gövde / beden, used in daily work-life communication.",False,0
culture,"A social and cultural English term meaning kültür, used in small talk, casual conversation or culture discussions.",False,0
economy,"A practical English term meaning ekonomi, used in daily work-life communication.",False,0
education,"A practical English term meaning eğitim, used in daily work-life communication.",False,0
effect,"A practical English term meaning etki, used in daily work-life communication.",False,0
especially,"An adverb meaning “özellikle”, used to describe how or when an action is done.",False,0
government,"An adjective meaning “hükümet”, used to describe a condition, issue, status or requirement.",False,0
human,"A practical English term meaning insan, used in daily work-life communication.",False,0
increase,"A practical English term meaning artış / artırmak, used in daily work-life communication.",False,0
industry,"A practical English term meaning sektör / sanayi, used in daily work-life communication.",False,0
law,"A practical English term meaning kanun / hukuk, used in daily work-life communication.",False,0
lawyer,"A practical English term meaning avukat, used in daily work-life communication.",False,0
local,"An adjective meaning “yerel”, used to describe a condition, issue, status or requirement.",False,0
media,"A practical English term meaning medya, used in daily work-life communication.",False,0
peace,"A practical English term meaning barış, used in daily work-life communication.",False,0
public,"An adjective meaning “kamusal / halka açık”, used to describe a condition, issue, status or requirement.",False,0
recent,"An adjective meaning “son / yakın zamandaki”, used to describe a condition, issue, status or requirement.",False,0
recently,"An adverb meaning “son zamanlarda”, used to describe how or when an action is done.",False,0
